seed,candidate_label,policy_id,hostname,subnet,role_group,is_critical,compromised_presence_rate,new_compromise_count,recovered_count,blue_target_count,blue_restore_count,blue_analyse_count,blue_decoy_count,red_target_count,red_impact_count
19,closest_candidate,stage2_ext_023_obj_2,User0,User,user,False,1.0,0,0,184,0,91,93,0,0
19,closest_candidate,stage2_ext_023_obj_2,User1,User,user,False,0.2446,6,0,191,1,63,127,6,0
19,closest_candidate,stage2_ext_023_obj_2,User2,User,user,False,0.1221,4,1,576,2,564,10,4,0
19,closest_candidate,stage2_ext_023_obj_2,User3,User,user,False,0.4083,10,0,324,0,0,262,50,0
19,closest_candidate,stage2_ext_023_obj_2,User4,User,user,False,0.2042,5,0,72,0,0,72,5,0
19,closest_candidate,stage2_ext_023_obj_2,Defender,Enterprise,defender,False,0.0,0,0,119,0,104,11,0,0
19,closest_candidate,stage2_ext_023_obj_2,Enterprise0,Enterprise,enterprise,False,0.4963,16,6,134,12,71,51,101,0
19,closest_candidate,stage2_ext_023_obj_2,Enterprise1,Enterprise,enterprise,False,0.355,9,0,75,1,0,74,74,0
19,closest_candidate,stage2_ext_023_obj_2,Enterprise2,Enterprise,enterprise,False,0.6429,22,3,351,3,0,348,68,0
19,closest_candidate,stage2_ext_023_obj_2,Op_Host0,Operational,operational,False,0.0,0,0,27,0,0,26,0,0
19,closest_candidate,stage2_ext_023_obj_2,Op_Host1,Operational,operational,False,0.0,0,0,52,1,37,12,0,0
19,closest_candidate,stage2_ext_023_obj_2,Op_Host2,Operational,operational,False,0.0,0,0,36,0,0,36,0,0
19,closest_candidate,stage2_ext_023_obj_2,Op_Server0,Operational,mission_critical,True,0.4213,16,1,258,1,0,257,997,980
19,selected,stage2_ext_031_obj_1,User0,User,user,False,1.0,0,0,67,4,22,37,0,0
19,selected,stage2_ext_031_obj_1,User1,User,user,False,0.07,4,3,215,109,3,59,4,0
19,selected,stage2_ext_031_obj_1,User2,User,user,False,0.2042,5,0,274,2,130,140,5,0
19,selected,stage2_ext_031_obj_1,User3,User,user,False,0.3267,8,0,431,1,16,395,40,0
19,selected,stage2_ext_031_obj_1,User4,User,user,False,0.2858,7,0,59,0,23,34,8,0
19,selected,stage2_ext_031_obj_1,Defender,Enterprise,defender,False,0.0,0,0,176,7,3,131,0,0
19,selected,stage2_ext_031_obj_1,Enterprise0,Enterprise,enterprise,False,0.5242,14,0,232,3,0,229,14,0
19,selected,stage2_ext_031_obj_1,Enterprise1,Enterprise,enterprise,False,0.2404,9,7,117,16,1,100,9,0
19,selected,stage2_ext_031_obj_1,Enterprise2,Enterprise,enterprise,False,0.2054,33,31,306,182,0,117,50,0
19,selected,stage2_ext_031_obj_1,Op_Host0,Operational,operational,False,0.0,0,0,156,36,21,94,0,0
19,selected,stage2_ext_031_obj_1,Op_Host1,Operational,operational,False,0.0,0,0,123,1,0,112,0,0
19,selected,stage2_ext_031_obj_1,Op_Host2,Operational,operational,False,0.0,0,0,131,10,6,115,0,0
19,selected,stage2_ext_031_obj_1,Op_Server0,Operational,mission_critical,True,0.7608,34,12,74,17,2,53,1815,1770
