method_name,seed,policy_id,candidate_label,episode_id,env_idx,env_seed,step_idx,rule_id,severity,blue_action_name,blue_target_hostname,blue_target_subnet,red_action_name,red_target_hostname,critical_state_before,critical_state_after,compromised_hosts_before,compromised_hosts_after,response_context
ours_stage2_fair_critical_safe_v2_2_4obj,11,stage2_ext_007_obj_0,audit_shortlist,episode_001,0,12,63,Q4_user_focus_after_enterprise_foothold,medium,DecoyHarakaSMPT,User4,User,PrivilegeEscalate,Op_Server0,[],[],"[""User0"", ""User3""]","[""User0"", ""User3""]","{""blue_first_relevant_response_after_critical"": 33, ""blue_first_relevant_response_after_enterprise"": 8, ""enterprise_foothold_step"": 5, ""first_critical_hit_step"": 32, ""window_end"": 65, ""window_start"": 63}"
ours_stage2_fair_critical_safe_v2_2_4obj,11,stage2_ext_007_obj_0,audit_shortlist,episode_001,6,6012,84,Q4_user_focus_after_enterprise_foothold,medium,DecoyApache,User1,User,PrivilegeEscalate,Op_Server0,[],[],"[""User0"", ""User3""]","[""User0"", ""User3""]","{""blue_first_relevant_response_after_critical"": 13, ""blue_first_relevant_response_after_enterprise"": 7, ""enterprise_foothold_step"": 5, ""first_critical_hit_step"": 12, ""window_end"": 86, ""window_start"": 84}"
ours_stage2_fair_critical_safe_v2_2_4obj,11,stage2_ext_007_obj_0,audit_shortlist,episode_002,2,2013,43,Q4_user_focus_after_enterprise_foothold,medium,DecoyHarakaSMPT,User4,User,DiscoverNetworkServices,,[],[],"[""User0"", ""User4""]","[""User0"", ""User4""]","{""blue_first_relevant_response_after_critical"": null, ""blue_first_relevant_response_after_enterprise"": 6, ""enterprise_foothold_step"": 5, ""first_critical_hit_step"": null, ""window_end"": 45, ""window_start"": 43}"
ours_stage2_fair_critical_safe_v2_2_4obj,11,stage2_ext_007_obj_0,audit_shortlist,episode_003,2,2014,68,Q4_user_focus_after_enterprise_foothold,medium,DecoyVsftpd,User2,User,PrivilegeEscalate,Op_Server0,[],[],"[""User0"", ""User1""]","[""User0"", ""User1""]","{""blue_first_relevant_response_after_critical"": 25, ""blue_first_relevant_response_after_enterprise"": 6, ""enterprise_foothold_step"": 5, ""first_critical_hit_step"": 24, ""window_end"": 70, ""window_start"": 68}"
ours_stage2_fair_critical_safe_v2_2_4obj,11,stage2_ext_007_obj_0,audit_shortlist,episode_005,4,4016,29,Q4_user_focus_after_enterprise_foothold,medium,DecoyHarakaSMPT,User4,User,PrivilegeEscalate,Op_Server0,[],[],"[""User0"", ""User4""]","[""User0"", ""User4""]","{""blue_first_relevant_response_after_critical"": 13, ""blue_first_relevant_response_after_enterprise"": 6, ""enterprise_foothold_step"": 5, ""first_critical_hit_step"": 12, ""window_end"": 31, ""window_start"": 29}"
ours_stage2_fair_critical_safe_v2_2_4obj,11,stage2_ext_007_obj_0,audit_shortlist,episode_007,1,1018,66,Q4_user_focus_after_enterprise_foothold,medium,DecoyFemitter,User3,User,PrivilegeEscalate,Op_Server0,[],[],"[""User0"", ""User4""]","[""User0"", ""User4""]","{""blue_first_relevant_response_after_critical"": 13, ""blue_first_relevant_response_after_enterprise"": 6, ""enterprise_foothold_step"": 5, ""first_critical_hit_step"": 12, ""window_end"": 68, ""window_start"": 66}"
ours_stage2_fair_critical_safe_v2_2_4obj,11,stage2_ext_007_obj_0,audit_shortlist,episode_007,2,2018,27,Q4_user_focus_after_enterprise_foothold,medium,DecoyVsftpd,User3,User,PrivilegeEscalate,Op_Server0,[],[],"[""User0"", ""User4""]","[""User0"", ""User4""]","{""blue_first_relevant_response_after_critical"": 13, ""blue_first_relevant_response_after_enterprise"": 6, ""enterprise_foothold_step"": 5, ""first_critical_hit_step"": 12, ""window_end"": 29, ""window_start"": 27}"
ours_stage2_fair_critical_safe_v2_2_4obj,11,stage2_ext_007_obj_0,audit_shortlist,episode_007,3,3018,57,Q4_user_focus_after_enterprise_foothold,medium,Analyse,User4,User,PrivilegeEscalate,Op_Server0,[],[],"[""User0"", ""User1""]","[""User0"", ""User1""]","{""blue_first_relevant_response_after_critical"": 17, ""blue_first_relevant_response_after_enterprise"": 6, ""enterprise_foothold_step"": 5, ""first_critical_hit_step"": 16, ""window_end"": 59, ""window_start"": 57}"
ours_stage2_fair_critical_safe_v2_2_4obj,11,stage2_ext_007_obj_0,audit_shortlist,episode_007,5,5018,31,Q4_user_focus_after_enterprise_foothold,medium,Restore,User1,User,PrivilegeEscalate,Op_Server0,[],[],"[""User0"", ""User2""]","[""User0"", ""User2""]","{""blue_first_relevant_response_after_critical"": 15, ""blue_first_relevant_response_after_enterprise"": 6, ""enterprise_foothold_step"": 5, ""first_critical_hit_step"": 14, ""window_end"": 33, ""window_start"": 31}"
ours_stage2_fair_critical_safe_v2_2_4obj,11,stage2_ext_007_obj_0,audit_shortlist,episode_007,5,5018,63,Q4_user_focus_after_enterprise_foothold,medium,DecoySmss,User1,User,PrivilegeEscalate,Op_Server0,[],[],"[""User0"", ""User2""]","[""User0"", ""User2""]","{""blue_first_relevant_response_after_critical"": 15, ""blue_first_relevant_response_after_enterprise"": 6, ""enterprise_foothold_step"": 5, ""first_critical_hit_step"": 14, ""window_end"": 65, ""window_start"": 63}"
