seed,candidate_label,policy_id,step_idx,sample_count,blue_action_mode,blue_action_mode_share,blue_target_mode,red_action_mode,red_action_mode_share,red_target_mode,newly_compromised_top_hosts,recovered_top_hosts,mean_newly_compromised_hosts,mean_recovered_hosts,op_server0_compromised_rate,enterprise2_compromised_rate,impact_rate,restore_rate,sleep_rate
11,selected,stage2_ext_002_obj_2,0,160,DecoyApache,0.3375,Enterprise0,DiscoverRemoteSystems,1.0,User,,,0,0,0.0,0.0,0.0,0.0437,0.0
11,selected,stage2_ext_002_obj_2,1,160,DecoyApache,0.4,Enterprise0,DiscoverNetworkServices,1.0,,,,0,0,0.0,0.0,0.0,0.0312,0.0
11,selected,stage2_ext_002_obj_2,2,160,DecoyApache,0.3187,Enterprise0,ExploitRemoteService,1.0,,"User2(48), User3(47), User1(36)",,0.9938,0,0.0,0.0,0.0,0.0312,0.0
11,selected,stage2_ext_002_obj_2,3,160,DecoyApache,0.2875,Enterprise0,PrivilegeEscalate,0.9938,User2,,,0,0,0.0,0.0,0.0,0.0187,0.0
11,selected,stage2_ext_002_obj_2,4,160,DecoyApache,0.325,Enterprise0,DiscoverNetworkServices,0.9938,,,,0,0,0.0,0.0,0.0,0.0125,0.0
11,selected,stage2_ext_002_obj_2,5,160,DecoyApache,0.25,Enterprise0,ExploitRemoteService,1.0,,"Enterprise1(77), Enterprise0(19)","User2(1), User1(1)",0.6,0.0125,0.0,0.0,0.0,0.0312,0.0
11,selected,stage2_ext_002_obj_2,6,160,Restore,0.6062,Enterprise1,PrivilegeEscalate,0.6,Enterprise1,User2(1),"Enterprise1(77), Enterprise0(19)",0.0063,0.6,0.0,0.0,0.0,0.6062,0.0
11,selected,stage2_ext_002_obj_2,7,160,DecoyApache,0.3125,Enterprise0,ExploitRemoteService,0.6,User3,"Enterprise1(75), Enterprise0(4)",,0.4938,0,0.0,0.0,0.0,0.0125,0.0
11,selected,stage2_ext_002_obj_2,8,160,Restore,0.5,Enterprise1,PrivilegeEscalate,0.4938,Enterprise1,,"Enterprise1(75), Enterprise0(4)",0,0.4938,0.0,0.0,0.0,0.5,0.0
11,selected,stage2_ext_002_obj_2,9,160,DecoyApache,0.3187,Enterprise0,ExploitRemoteService,0.8938,User3,"Enterprise1(78), Enterprise0(11)",,0.5563,0,0.0,0.0,0.0,0.0187,0.0
11,selected,stage2_ext_002_obj_2,10,160,Restore,0.5563,Enterprise1,PrivilegeEscalate,0.5563,Enterprise1,,"Enterprise1(78), Enterprise0(11)",0,0.5563,0.0,0.0,0.0,0.5563,0.0
