method_name,seed,policy_id,candidate_label,episode_id,env_idx,env_seed,security_return,business_return,cost_return,critical_host_safety_return,business_violation_flag,cost_violation_flag,env_run_feasible_flag,enterprise_foothold_step,first_critical_hit_step,ever_critical_breach,final_critical_breach,critical_dwell_steps,op_server0_impact_count,max_compromised_host_count,blue_first_relevant_response_step,response_delay_after_enterprise,response_delay_after_critical,no_post_critical_response,risk_tier
ours_stage2_fair,7,stage2_ext_005_obj_0,objective_selected,episode_000,0,7,-358.0499998629093,-115.21750109642744,-24.6900003105402,,False,True,False,5,12,True,True,82,79,4,6,1,2,False,Tier 3 Persistent Critical Breach
ours_stage2_fair,7,stage2_ext_005_obj_0,objective_selected,episode_000,1,1007,-377.19999915361404,-116.73999981582165,-23.67000027000904,,False,True,False,5,12,True,True,76,72,4,6,1,1,False,Tier 3 Persistent Critical Breach
ours_stage2_fair,7,stage2_ext_005_obj_0,objective_selected,episode_000,2,2007,-340.59999695420265,-92.5975001975894,-23.900000289082527,,False,True,False,5,47,True,True,47,44,4,7,2,1,False,Tier 3 Persistent Critical Breach
ours_stage2_fair,7,stage2_ext_005_obj_0,objective_selected,episode_000,3,3007,-730.9000100418925,-137.55249948054552,-24.01000027358532,,True,True,False,5,12,True,False,69,66,5,10,5,1,False,Tier 2 Transient Critical Breach
ours_stage2_fair,7,stage2_ext_005_obj_0,objective_selected,episode_000,4,4007,-516.5499950647354,-144.6099999845028,-21.86000022292137,,True,False,False,5,17,True,True,83,81,5,7,2,1,False,Tier 3 Persistent Critical Breach
ours_stage2_fair,7,stage2_ext_005_obj_0,objective_selected,episode_000,5,5007,-368.94999837875366,-116.6549996137619,-26.010000303387642,,False,True,False,5,12,True,True,74,69,4,7,2,1,False,Tier 3 Persistent Critical Breach
ours_stage2_fair,7,stage2_ext_005_obj_0,objective_selected,episode_000,6,6007,-405.94999903440475,-111.91249963641167,-25.2700002938509,,False,True,False,5,12,True,False,49,45,5,7,2,1,False,Tier 2 Transient Critical Breach
ours_stage2_fair,7,stage2_ext_005_obj_0,objective_selected,episode_000,7,7007,-358.0499980971217,-90.76999972760677,-24.070000275969505,,False,True,False,5,52,True,False,38,37,5,6,1,2,False,Tier 2 Transient Critical Breach
ours_stage2_fair,7,stage2_ext_005_obj_0,objective_selected,episode_001,0,8,-346.04999888688326,-101.56500044837594,-26.280000284314156,,False,True,False,5,36,True,False,61,59,5,6,1,1,False,Tier 2 Transient Critical Breach
ours_stage2_fair,7,stage2_ext_005_obj_0,objective_selected,episode_001,1,1008,-502.8999952673912,-135.06500062346458,-22.610000237822533,,True,True,False,5,22,True,True,74,70,5,6,1,3,False,Tier 3 Persistent Critical Breach
ours_stage2_fair,7,stage2_ext_005_obj_0,objective_selected,episode_001,2,2008,-432.34999468922615,-89.96500059962273,-24.84000027179718,,False,True,False,5,12,True,True,39,35,5,8,3,1,False,Tier 3 Persistent Critical Breach
ours_stage2_fair,7,stage2_ext_005_obj_0,objective_selected,episode_001,3,3008,-379.1999984383583,-111.40250025317073,-24.38000027835369,,False,True,False,5,21,True,True,65,60,5,6,1,1,False,Tier 3 Persistent Critical Breach
ours_stage2_fair,7,stage2_ext_005_obj_0,objective_selected,episode_001,4,4008,-966.1000043749809,-104.52999994158745,-23.26000027358532,,False,True,False,5,22,True,True,68,65,4,6,1,2,False,Tier 3 Persistent Critical Breach
