seed,candidate_label,policy_id,step_idx,sample_count,blue_action_mode,blue_action_mode_share,blue_target_mode,red_action_mode,red_action_mode_share,red_target_mode,newly_compromised_top_hosts,recovered_top_hosts,mean_newly_compromised_hosts,mean_recovered_hosts,op_server0_compromised_rate,enterprise2_compromised_rate,impact_rate,restore_rate,sleep_rate
7,selected,stage2_ext_008_obj_0,0,160,Analyse,0.975,User3,DiscoverRemoteSystems,1.0,User,,,0,0,0.0,0.0,0.0,0.0,0.0
7,selected,stage2_ext_008_obj_0,1,160,Analyse,0.9688,User3,DiscoverNetworkServices,1.0,,,,0,0,0.0,0.0,0.0,0.0063,0.0
7,selected,stage2_ext_008_obj_0,2,160,Analyse,0.975,User3,ExploitRemoteService,1.0,,"User2(48), User1(46), User3(43)",,1,0,0.0,0.0,0.0,0.0,0.0
7,selected,stage2_ext_008_obj_0,3,160,Analyse,0.975,User3,PrivilegeEscalate,1.0,User2,,,0,0,0.0,0.0,0.0,0.0063,0.0
7,selected,stage2_ext_008_obj_0,4,160,Analyse,0.9688,User3,DiscoverNetworkServices,1.0,,,,0,0,0.0,0.0,0.0,0.0,0.0
7,selected,stage2_ext_008_obj_0,5,160,Analyse,0.9563,User3,ExploitRemoteService,1.0,,"Enterprise1(94), Enterprise0(65)",,0.9938,0,0.0,0.0,0.0,0.0125,0.0
7,selected,stage2_ext_008_obj_0,6,160,Restore,0.9938,Enterprise1,PrivilegeEscalate,0.9938,Enterprise1,,"Enterprise1(94), Enterprise0(65)",0,0.9938,0.0,0.0,0.0,0.9938,0.0
7,selected,stage2_ext_008_obj_0,7,160,Analyse,0.9812,User3,ExploitRemoteService,0.9938,User3,"Enterprise1(94), Enterprise0(65)",,0.9938,0,0.0,0.0,0.0,0.0,0.0
7,selected,stage2_ext_008_obj_0,8,160,Restore,0.9938,Enterprise1,PrivilegeEscalate,0.9938,Enterprise1,,"Enterprise1(94), Enterprise0(65)",0,0.9938,0.0,0.0,0.0,0.9938,0.0
7,selected,stage2_ext_008_obj_0,9,160,Analyse,0.9875,User3,ExploitRemoteService,1.0,,"Enterprise1(94), Enterprise0(65)",,0.9938,0,0.0,0.0,0.0,0.0,0.0
7,selected,stage2_ext_008_obj_0,10,160,Restore,0.9938,Enterprise1,PrivilegeEscalate,0.9938,Enterprise1,,"Enterprise1(94), Enterprise0(65)",0,0.9938,0.0,0.0,0.0,0.9938,0.0
7,selected,stage2_ext_008_obj_0,11,160,Analyse,0.9688,User3,ExploitRemoteService,0.9938,User3,"Enterprise1(94), Enterprise0(65)",,0.9938,0,0.0,0.0,0.0,0.0,0.0
7,selected,stage2_ext_008_obj_0,12,160,Restore,0.9938,Enterprise1,PrivilegeEscalate,0.9938,Enterprise1,,"Enterprise1(94), Enterprise0(65)",0,0.9938,0.0,0.0,0.0,0.9938,0.0
7,selected,stage2_ext_008_obj_0,13,160,Analyse,0.9688,User3,ExploitRemoteService,1.0,,"Enterprise1(94), Enterprise0(66)",,1,0,0.0,0.0,0.0,0.0063,0.0
7,selected,stage2_ext_008_obj_0,14,160,Restore,1.0,Enterprise1,PrivilegeEscalate,1.0,Enterprise1,,"Enterprise1(94), Enterprise0(66)",0,1,0.0,0.0,0.0,1.0,0.0
7,selected,stage2_ext_008_obj_0,15,160,Analyse,0.9875,User3,ExploitRemoteService,1.0,,"Enterprise1(94), Enterprise0(66)",,1,0,0.0,0.0,0.0,0.0,0.0
7,selected,stage2_ext_008_obj_0,16,160,Restore,1.0,Enterprise1,PrivilegeEscalate,1.0,Enterprise1,,"Enterprise1(94), Enterprise0(66)",0,1,0.0,0.0,0.0,1.0,0.0
7,selected,stage2_ext_008_obj_0,17,160,Analyse,0.975,User3,ExploitRemoteService,1.0,,"Enterprise1(94), Enterprise0(66)",,1,0,0.0,0.0,0.0,0.0,0.0
7,selected,stage2_ext_008_obj_0,18,160,Restore,1.0,Enterprise1,PrivilegeEscalate,1.0,Enterprise1,,"Enterprise1(94), Enterprise0(66)",0,1,0.0,0.0,0.0,1.0,0.0
7,selected,stage2_ext_008_obj_0,19,160,Analyse,0.9625,User3,ExploitRemoteService,1.0,,"Enterprise1(94), Enterprise0(65)",,0.9938,0,0.0,0.0,0.0,0.0,0.0
7,selected,stage2_ext_008_obj_0,20,160,Restore,0.9938,Enterprise1,PrivilegeEscalate,0.9938,Enterprise1,,"Enterprise1(94), Enterprise0(65)",0,0.9938,0.0,0.0,0.0,0.9938,0.0
7,selected,stage2_ext_008_obj_0,21,160,Analyse,0.975,User3,ExploitRemoteService,0.9938,User3,"Enterprise1(94), Enterprise0(65)",,0.9938,0,0.0,0.0,0.0,0.0,0.0
7,selected,stage2_ext_008_obj_0,22,160,Restore,0.9938,Enterprise1,PrivilegeEscalate,0.9938,Enterprise1,,"Enterprise1(94), Enterprise0(65)",0,0.9938,0.0,0.0,0.0,0.9938,0.0
7,selected,stage2_ext_008_obj_0,23,160,Analyse,0.975,User3,ExploitRemoteService,1.0,,"Enterprise1(94), Enterprise0(66)",,1,0,0.0,0.0,0.0,0.0,0.0
7,selected,stage2_ext_008_obj_0,24,160,Restore,1.0,Enterprise1,PrivilegeEscalate,1.0,Enterprise1,,"Enterprise1(94), Enterprise0(66)",0,1,0.0,0.0,0.0,1.0,0.0
7,selected,stage2_ext_008_obj_0,25,160,Analyse,0.9625,User3,ExploitRemoteService,1.0,,"Enterprise1(94), Enterprise0(66)",,1,0,0.0,0.0,0.0,0.0,0.0
7,selected,stage2_ext_008_obj_0,26,160,Restore,1.0,Enterprise1,PrivilegeEscalate,1.0,Enterprise1,,"Enterprise1(94), Enterprise0(66)",0,1,0.0,0.0,0.0,1.0,0.0
7,selected,stage2_ext_008_obj_0,27,160,Analyse,0.9812,User3,ExploitRemoteService,1.0,,"Enterprise1(94), Enterprise0(66)",,1,0,0.0,0.0,0.0,0.0063,0.0
7,selected,stage2_ext_008_obj_0,28,160,Restore,1.0,Enterprise1,PrivilegeEscalate,1.0,Enterprise1,,"Enterprise1(94), Enterprise0(66)",0,1,0.0,0.0,0.0,1.0,0.0
7,selected,stage2_ext_008_obj_0,29,160,Analyse,0.9437,User3,ExploitRemoteService,1.0,,"Enterprise1(94), Enterprise0(66)",,1,0,0.0,0.0,0.0,0.0,0.0
7,selected,stage2_ext_008_obj_0,30,160,Restore,1.0,Enterprise1,PrivilegeEscalate,1.0,Enterprise1,,"Enterprise1(94), Enterprise0(66)",0,1,0.0,0.0,0.0,1.0,0.0
7,selected,stage2_ext_008_obj_0,31,160,Analyse,0.9875,User3,ExploitRemoteService,1.0,,"Enterprise1(94), Enterprise0(66)",,1,0,0.0,0.0,0.0,0.0,0.0
7,selected,stage2_ext_008_obj_0,32,160,Restore,1.0,Enterprise1,PrivilegeEscalate,1.0,Enterprise1,,"Enterprise1(94), Enterprise0(66)",0,1,0.0,0.0,0.0,1.0,0.0
7,selected,stage2_ext_008_obj_0,33,160,Analyse,0.9563,User3,ExploitRemoteService,1.0,,"Enterprise1(94), Enterprise0(66)",,1,0,0.0,0.0,0.0,0.0,0.0
7,selected,stage2_ext_008_obj_0,34,160,Restore,1.0,Enterprise1,PrivilegeEscalate,1.0,Enterprise1,,"Enterprise1(94), Enterprise0(66)",0,1,0.0,0.0,0.0,1.0,0.0
7,selected,stage2_ext_008_obj_0,35,160,Analyse,0.9875,User3,ExploitRemoteService,1.0,,"Enterprise1(94), Enterprise0(66)",,1,0,0.0,0.0,0.0,0.0,0.0
7,selected,stage2_ext_008_obj_0,36,160,Restore,1.0,Enterprise1,PrivilegeEscalate,1.0,Enterprise1,,"Enterprise1(94), Enterprise0(66)",0,1,0.0,0.0,0.0,1.0,0.0
7,selected,stage2_ext_008_obj_0,37,160,Analyse,0.9688,User3,ExploitRemoteService,1.0,,"Enterprise1(94), Enterprise0(66)",,1,0,0.0,0.0,0.0,0.0,0.0
7,selected,stage2_ext_008_obj_0,38,160,Restore,1.0,Enterprise1,PrivilegeEscalate,1.0,Enterprise1,,"Enterprise1(94), Enterprise0(66)",0,1,0.0,0.0,0.0,1.0,0.0
