seed,candidate_label,policy_id,step_idx,sample_count,blue_action_mode,blue_action_mode_share,blue_target_mode,red_action_mode,red_action_mode_share,red_target_mode,newly_compromised_top_hosts,recovered_top_hosts,mean_newly_compromised_hosts,mean_recovered_hosts,op_server0_compromised_rate,enterprise2_compromised_rate,impact_rate,restore_rate,sleep_rate
7,selected,stage2_ext_008_obj_0,0,160,DecoyApache,0.3063,Enterprise0,DiscoverRemoteSystems,1.0,User,,,0,0,0.0,0.0,0.0,0.0625,0.2938
7,selected,stage2_ext_008_obj_0,1,160,DecoyApache,0.3375,Enterprise0,DiscoverNetworkServices,1.0,,,,0,0,0.0,0.0,0.0,0.0625,0.2313
7,selected,stage2_ext_008_obj_0,2,160,Sleep,0.2687,User1,ExploitRemoteService,1.0,,"User1(46), User4(41), User3(38)",,1,0,0.0,0.0,0.0,0.0563,0.2687
7,selected,stage2_ext_008_obj_0,3,160,Analyse,0.2562,Enterprise0,PrivilegeEscalate,1.0,User1,,User4(1),0,0.0063,0.0,0.0,0.0,0.0563,0.2188
7,selected,stage2_ext_008_obj_0,4,160,DecoyApache,0.3,Enterprise0,DiscoverNetworkServices,0.9938,,User4(1),User4(1),0.0063,0.0063,0.0,0.0,0.0,0.0375,0.275
7,selected,stage2_ext_008_obj_0,5,160,DecoyApache,0.25,User1,ExploitRemoteService,0.9938,User4,"Enterprise1(81), Enterprise0(21)",User4(2),0.6375,0.0125,0.0,0.0,0.0,0.0625,0.225
7,selected,stage2_ext_008_obj_0,6,160,Restore,0.6562,Enterprise1,PrivilegeEscalate,0.6375,Enterprise1,User4(3),"Enterprise1(81), Enterprise0(21)",0.0187,0.6375,0.0,0.0,0.0,0.6562,0.1062
7,selected,stage2_ext_008_obj_0,7,160,Sleep,0.3125,Enterprise0,ExploitRemoteService,0.6438,User4,"Enterprise1(81), Enterprise0(16)",User4(3),0.6062,0.0187,0.0,0.0,0.0,0.0625,0.3125
7,selected,stage2_ext_008_obj_0,8,160,Restore,0.6375,Enterprise1,PrivilegeEscalate,0.6062,Enterprise1,User4(2),"Enterprise1(81), Enterprise0(16), User4(2)",0.0125,0.6188,0.0,0.0,0.0,0.6375,0.1125
7,selected,stage2_ext_008_obj_0,9,160,Sleep,0.3125,Enterprise0,ExploitRemoteService,0.95,User4,"Enterprise1(81), Enterprise0(33)",User4(2),0.7125,0.0125,0.0,0.0,0.0,0.05,0.3125
7,selected,stage2_ext_008_obj_0,10,160,Restore,0.7375,Enterprise1,PrivilegeEscalate,0.7125,Enterprise1,User4(2),"Enterprise1(81), Enterprise0(33)",0.0125,0.7125,0.0,0.0,0.0,0.7375,0.0813
7,selected,stage2_ext_008_obj_0,11,160,DecoyApache,0.325,Enterprise0,ExploitRemoteService,0.7562,User3,"Enterprise1(81), Enterprise0(18)",User4(1),0.6188,0.0063,0.0,0.0,0.0,0.0375,0.1562
7,selected,stage2_ext_008_obj_0,12,160,Restore,0.6312,Enterprise1,PrivilegeEscalate,0.6188,Enterprise1,User4(1),"Enterprise1(81), Enterprise0(18)",0.0063,0.6188,0.0,0.0,0.0,0.6312,0.1
7,selected,stage2_ext_008_obj_0,13,160,DecoyApache,0.3187,Enterprise0,ExploitRemoteService,0.8625,User4,"Enterprise1(81), Enterprise0(26)",User4(2),0.6687,0.0125,0.0,0.0,0.0,0.0625,0.25
7,selected,stage2_ext_008_obj_0,14,160,Restore,0.6875,Enterprise1,PrivilegeEscalate,0.6687,Enterprise1,User4(1),"Enterprise1(81), Enterprise0(26), User4(2)",0.0063,0.6813,0.0,0.0,0.0,0.6875,0.0938
7,selected,stage2_ext_008_obj_0,15,160,Sleep,0.3063,Enterprise0,ExploitRemoteService,0.8063,User3,"Enterprise1(81), Enterprise0(31)",User4(3),0.7,0.0187,0.0,0.0,0.0,0.05,0.3063
7,selected,stage2_ext_008_obj_0,16,160,Restore,0.75,Enterprise1,PrivilegeEscalate,0.7,Enterprise1,User4(5),"Enterprise1(81), Enterprise0(31), User4(3)",0.0312,0.7188,0.0,0.0,0.0,0.75,0.0375
7,selected,stage2_ext_008_obj_0,17,160,DecoyApache,0.3125,Enterprise0,ExploitRemoteService,0.8938,User4,"Enterprise1(81), Enterprise0(26)",User4(2),0.6687,0.0125,0.0,0.0,0.0,0.075,0.2875
7,selected,stage2_ext_008_obj_0,18,160,Restore,0.6937,Enterprise1,PrivilegeEscalate,0.6687,Enterprise1,User4(6),"Enterprise1(81), Enterprise0(26)",0.0375,0.6687,0.0,0.0,0.0,0.6937,0.0938
7,selected,stage2_ext_008_obj_0,19,160,DecoyApache,0.3125,Enterprise0,ExploitRemoteService,0.775,User4,"Enterprise1(81), Enterprise0(28)",User4(1),0.6813,0.0063,0.0,0.0,0.0,0.1,0.2562
7,selected,stage2_ext_008_obj_0,20,160,Restore,0.7,Enterprise1,PrivilegeEscalate,0.6813,Enterprise1,User4(1),"Enterprise1(81), Enterprise0(28), User4(1)",0.0063,0.6875,0.0,0.0,0.0,0.7,0.0875
