seed,candidate_label,policy_id,step_idx,sample_count,blue_action_mode,blue_action_mode_share,blue_target_mode,red_action_mode,red_action_mode_share,red_target_mode,newly_compromised_top_hosts,recovered_top_hosts,mean_newly_compromised_hosts,mean_recovered_hosts,op_server0_compromised_rate,enterprise2_compromised_rate,impact_rate,restore_rate,sleep_rate
7,selected,stage2_ext_022_obj_1,0,160,Restore,0.1688,Enterprise0,DiscoverRemoteSystems,1.0,User,,,0,0,0.0,0.0,0.0,0.1688,0.125
7,selected,stage2_ext_022_obj_1,1,160,DecoySvchost,0.1688,Enterprise2,DiscoverNetworkServices,1.0,,,,0,0,0.0,0.0,0.0,0.1313,0.1437
7,selected,stage2_ext_022_obj_1,2,160,Restore,0.1688,Enterprise1,ExploitRemoteService,1.0,,"User2(50), User1(41), User3(39)",,0.9938,0,0.0,0.0,0.0,0.1688,0.1562
7,selected,stage2_ext_022_obj_1,3,160,DecoyTomcat,0.15,Enterprise2,PrivilegeEscalate,0.9938,User2,User1(1),User2(2),0.0063,0.0125,0.0,0.0,0.0,0.1313,0.1187
7,selected,stage2_ext_022_obj_1,4,160,Sleep,0.1875,Enterprise2,DiscoverNetworkServices,0.9812,User1,User2(2),User2(1),0.0125,0.0063,0.0,0.0,0.0,0.125,0.1875
7,selected,stage2_ext_022_obj_1,5,160,Sleep,0.1625,Op_Server0,ExploitRemoteService,0.9812,User2,"Enterprise1(89), Enterprise0(61)","User1(1), User2(1), User4(1)",0.9375,0.0187,0.0,0.0,0.0,0.1437,0.1625
7,selected,stage2_ext_022_obj_1,6,160,Sleep,0.1562,Enterprise2,PrivilegeEscalate,0.9375,Enterprise1,Enterprise1(1),"Enterprise1(5), Enterprise0(1), User2(1)",0.0063,0.0437,0.0,0.0,0.0,0.1375,0.1562
7,selected,stage2_ext_022_obj_1,7,160,Sleep,0.1875,Enterprise2,DiscoverRemoteSystems,0.9,Enterprise,"Enterprise1(7), Enterprise0(1)","Enterprise1(4), User2(2)",0.05,0.0375,0.0,0.0,0.0,0.1437,0.1875
7,selected,stage2_ext_022_obj_1,8,160,Sleep,0.175,Enterprise0,DiscoverNetworkServices,0.9437,Enterprise1,,Enterprise1(5),0,0.0312,0.0,0.0,0.0,0.0938,0.175
7,selected,stage2_ext_022_obj_1,9,160,Sleep,0.1688,Enterprise0,ExploitRemoteService,0.9437,Enterprise,Enterprise2(123),"User2(3), User4(1)",0.7688,0.025,0.0,0.7688,0.0,0.1313,0.1688
7,selected,stage2_ext_022_obj_1,10,160,Sleep,0.15,Enterprise0,PrivilegeEscalate,0.7688,Enterprise2,"Enterprise1(1), Enterprise2(1)","Enterprise2(5), Enterprise1(3), User2(1)",0.0125,0.0563,0.0,0.7438,0.0,0.1313,0.15
7,selected,stage2_ext_022_obj_1,11,160,DecoySvchost,0.175,Enterprise2,DiscoverNetworkServices,0.7375,Enterprise1,Enterprise2(12),"Enterprise1(6), Enterprise2(4)",0.075,0.0625,0.0,0.7937,0.0,0.1437,0.1062
7,selected,stage2_ext_022_obj_1,12,160,Sleep,0.1688,Defender,ExploitRemoteService,0.7438,Enterprise,"Op_Server0(73), Enterprise1(1)","Enterprise2(5), Enterprise1(2), User2(2)",0.4625,0.0563,0.4562,0.7625,0.0,0.1375,0.1688
7,selected,stage2_ext_022_obj_1,13,160,DecoyTomcat,0.1625,Enterprise0,PrivilegeEscalate,0.4688,Op_Server0,"Enterprise0(1), Enterprise2(1), Op_Server0(1)","Enterprise2(6), Enterprise1(4), User2(1)",0.025,0.0688,0.4625,0.7312,0.0,0.1187,0.1625
7,selected,stage2_ext_022_obj_1,14,160,Sleep,0.1875,Enterprise2,Impact,0.4562,Op_Server0,"Enterprise2(7), Op_Server0(5)","Enterprise1(5), Enterprise2(4), User1(1)",0.075,0.0688,0.4875,0.75,0.4562,0.1437,0.1875
7,selected,stage2_ext_022_obj_1,15,160,Sleep,0.175,Enterprise0,Impact,0.4562,Op_Server0,"Enterprise2(3), Enterprise1(1)","Enterprise2(2), User2(1), Enterprise1(1)",0.025,0.025,0.4875,0.7562,0.4562,0.1187,0.175
7,selected,stage2_ext_022_obj_1,16,160,Restore,0.1688,User2,Impact,0.4875,Op_Server0,"Op_Server0(13), Enterprise2(2), Enterprise1(1)","Enterprise2(5), User2(4), Enterprise1(2)",0.1,0.0688,0.5687,0.7375,0.4875,0.1688,0.15
7,selected,stage2_ext_022_obj_1,17,160,DecoySvchost,0.175,Enterprise0,Impact,0.4875,Op_Server0,"Enterprise2(4), Op_Server0(1)","Enterprise2(5), Enterprise1(2), User2(2)",0.0312,0.0563,0.575,0.7312,0.4875,0.1375,0.1375
7,selected,stage2_ext_022_obj_1,18,160,Sleep,0.1437,Enterprise0,Impact,0.5687,Op_Server0,"Op_Server0(2), Enterprise2(1)","Enterprise2(4), Enterprise1(3)",0.0187,0.0437,0.5875,0.7125,0.5687,0.1125,0.1437
7,selected,stage2_ext_022_obj_1,19,160,Sleep,0.1562,Enterprise2,Impact,0.575,Op_Server0,"Enterprise2(4), Enterprise1(3)","Enterprise2(6), User3(1), Enterprise1(1)",0.0437,0.0563,0.5875,0.7,0.575,0.1375,0.1562
7,selected,stage2_ext_022_obj_1,20,160,Restore,0.1812,Enterprise0,Impact,0.5875,Op_Server0,"Op_Server0(6), Enterprise2(1)","Enterprise2(5), Enterprise1(3), User2(1)",0.0437,0.0563,0.625,0.675,0.5875,0.1812,0.125
7,selected,stage2_ext_022_obj_1,21,160,Restore,0.1875,Enterprise2,Impact,0.5875,Op_Server0,"Enterprise0(1), Enterprise1(1), Enterprise2(1)","Enterprise1(6), Enterprise2(2), User1(1)",0.0187,0.075,0.6188,0.6687,0.5875,0.1875,0.1875
7,selected,stage2_ext_022_obj_1,22,160,DecoySvchost,0.1625,Enterprise2,Impact,0.6188,Op_Server0,"Op_Server0(5), User3(1), Enterprise1(1)","Enterprise2(3), User2(2), Enterprise1(2)",0.0437,0.0437,0.65,0.65,0.6188,0.1437,0.15
7,selected,stage2_ext_022_obj_1,23,160,DecoyTomcat,0.15,Enterprise2,Impact,0.6188,Op_Server0,"Enterprise2(2), Op_Server0(1)","Enterprise1(2), Enterprise2(2), Op_Server0(1)",0.0187,0.0375,0.65,0.65,0.6188,0.1187,0.125
7,selected,stage2_ext_022_obj_1,24,160,Sleep,0.2,Enterprise0,Impact,0.6438,Op_Server0,"Op_Server0(6), Enterprise2(4)","Enterprise2(5), Enterprise1(3), User2(2)",0.0625,0.0625,0.6875,0.6438,0.6438,0.15,0.2
7,selected,stage2_ext_022_obj_1,25,160,Sleep,0.1875,Enterprise0,Impact,0.65,Op_Server0,"Enterprise2(3), Op_Server0(2), Enterprise0(1)","User2(2), Enterprise1(2), Enterprise2(1)",0.0375,0.0312,0.7,0.6562,0.65,0.0875,0.1875
7,selected,stage2_ext_022_obj_1,26,160,DecoySvchost,0.1562,Enterprise0,Impact,0.6875,Op_Server0,"Enterprise2(2), Op_Server0(2)","User2(2), Enterprise2(2)",0.025,0.025,0.7125,0.6562,0.6875,0.1375,0.1313
7,selected,stage2_ext_022_obj_1,27,160,Restore,0.1688,User2,Impact,0.7,Op_Server0,Op_Server0(1),"Enterprise2(5), Enterprise1(3)",0.0063,0.05,0.7188,0.625,0.7,0.1688,0.1562
7,selected,stage2_ext_022_obj_1,28,160,Sleep,0.15,User2,Impact,0.7125,Op_Server0,"Op_Server0(3), Enterprise2(1)","Enterprise1(4), Enterprise2(4), User2(1)",0.025,0.0563,0.7375,0.6062,0.7125,0.1375,0.15
7,selected,stage2_ext_022_obj_1,29,160,Restore,0.1437,Enterprise2,Impact,0.7188,Op_Server0,"Enterprise2(4), Op_Server0(2), Enterprise0(1)","Enterprise2(4), Enterprise1(2), Op_Server0(1)",0.05,0.0437,0.7438,0.6062,0.7188,0.1437,0.125
7,selected,stage2_ext_022_obj_1,30,160,Sleep,0.1875,Enterprise0,Impact,0.7312,Op_Server0,Op_Server0(1),"Enterprise2(3), Enterprise1(3), User2(2)",0.0063,0.0563,0.75,0.5875,0.7312,0.1375,0.1875
7,selected,stage2_ext_022_obj_1,31,160,Sleep,0.175,Enterprise0,Impact,0.7438,Op_Server0,"Op_Server0(2), Enterprise2(1), Enterprise1(1)","Enterprise2(3), Enterprise1(1)",0.025,0.025,0.7625,0.575,0.7438,0.1375,0.175
7,selected,stage2_ext_022_obj_1,32,160,Restore,0.1562,Enterprise2,Impact,0.75,Op_Server0,"Op_Server0(2), Enterprise2(2)","Enterprise2(4), Enterprise1(2)",0.025,0.0375,0.775,0.5625,0.75,0.1562,0.1375
7,selected,stage2_ext_022_obj_1,33,160,Sleep,0.2062,Enterprise0,Impact,0.7625,Op_Server0,Enterprise2(1),"Enterprise2(4), User1(1)",0.0063,0.0312,0.775,0.5437,0.7625,0.15,0.2062
7,selected,stage2_ext_022_obj_1,34,160,Restore,0.2,Enterprise2,Impact,0.775,Op_Server0,"Enterprise2(1), Enterprise1(1)","Enterprise2(4), User1(2), Enterprise1(2)",0.0125,0.05,0.775,0.525,0.775,0.2,0.1625
7,selected,stage2_ext_022_obj_1,35,160,Sleep,0.1688,Enterprise0,Impact,0.775,Op_Server0,Enterprise2(1),"Enterprise1(2), User1(1)",0.0063,0.0187,0.775,0.5312,0.775,0.1375,0.1688
7,selected,stage2_ext_022_obj_1,36,160,Sleep,0.1812,Enterprise0,Impact,0.775,Op_Server0,Op_Server0(3),Enterprise2(4),0.0187,0.025,0.7937,0.5062,0.775,0.1187,0.1812
7,selected,stage2_ext_022_obj_1,37,160,Sleep,0.1812,User2,Impact,0.775,Op_Server0,"Enterprise2(2), Enterprise0(1)","Enterprise1(3), Enterprise2(2)",0.0187,0.0312,0.7937,0.5062,0.775,0.0938,0.1812
7,selected,stage2_ext_022_obj_1,38,160,Restore,0.1688,Enterprise2,Impact,0.7937,Op_Server0,Enterprise2(1),User1(1),0.0063,0.0063,0.7937,0.5125,0.7937,0.1688,0.1437
7,selected,stage2_ext_022_obj_1,39,160,Sleep,0.1875,Enterprise0,Impact,0.7937,Op_Server0,"Enterprise1(1), Enterprise2(1), Op_Server0(1)","Enterprise2(3), User2(2), User4(1)",0.0187,0.0437,0.8,0.5,0.7937,0.1375,0.1875
7,selected,stage2_ext_022_obj_1,40,160,Sleep,0.1562,Defender,Impact,0.7937,Op_Server0,Op_Server0(1),"User2(3), Enterprise2(2), User1(1)",0.0063,0.05,0.8063,0.4875,0.7937,0.15,0.1562
7,selected,stage2_ext_022_obj_1,41,160,Restore,0.1688,Enterprise2,Impact,0.8,Op_Server0,Enterprise2(1),Enterprise2(3),0.0063,0.0187,0.8063,0.475,0.8,0.1688,0.125
7,selected,stage2_ext_022_obj_1,42,160,Sleep,0.1812,User2,Impact,0.8063,Op_Server0,,Enterprise1(1),0,0.0063,0.8063,0.475,0.8063,0.1187,0.1812
7,selected,stage2_ext_022_obj_1,43,160,Sleep,0.1938,Op_Server0,Impact,0.8063,Op_Server0,Enterprise2(1),"Enterprise2(2), User4(1), Enterprise1(1)",0.0063,0.025,0.8063,0.4688,0.8063,0.075,0.1938
7,selected,stage2_ext_022_obj_1,44,160,Sleep,0.1812,Enterprise0,Impact,0.8063,Op_Server0,Op_Server0(3),"Enterprise2(2), Enterprise1(2), User2(1)",0.0187,0.0375,0.8187,0.4562,0.8063,0.1437,0.1812
7,selected,stage2_ext_022_obj_1,45,160,Sleep,0.1688,Enterprise0,Impact,0.8,Op_Server0,,"Enterprise2(2), Enterprise1(1)",0,0.0187,0.8187,0.4437,0.8,0.1125,0.1688
7,selected,stage2_ext_022_obj_1,46,160,DecoyTomcat,0.175,User2,Impact,0.8187,Op_Server0,"Op_Server0(3), Enterprise1(1)","Enterprise2(3), Enterprise1(1), User2(1)",0.025,0.0312,0.8375,0.425,0.8187,0.1187,0.1562
7,selected,stage2_ext_022_obj_1,47,160,Sleep,0.1625,Enterprise0,Impact,0.8187,Op_Server0,Enterprise2(1),"Enterprise2(6), Enterprise1(1), Op_Server0(1)",0.0063,0.05,0.8313,0.3937,0.8187,0.125,0.1625
7,selected,stage2_ext_022_obj_1,48,160,Restore,0.15,Enterprise2,Impact,0.8313,Op_Server0,Enterprise2(1),"Enterprise1(1), Enterprise2(1)",0.0063,0.0125,0.8313,0.3937,0.8313,0.15,0.1313
7,selected,stage2_ext_022_obj_1,49,160,Sleep,0.1875,Enterprise0,Impact,0.8313,Op_Server0,Enterprise2(3),"Enterprise1(2), User1(1), User4(1)",0.0187,0.0312,0.8313,0.4062,0.8313,0.1437,0.1875
7,selected,stage2_ext_022_obj_1,50,160,Sleep,0.1688,Enterprise2,Impact,0.8313,Op_Server0,Enterprise2(2),"Enterprise2(3), Enterprise1(2)",0.0125,0.0312,0.8313,0.4,0.8313,0.1187,0.1688
7,selected,stage2_ext_022_obj_1,51,160,Sleep,0.2062,Enterprise2,Impact,0.8313,Op_Server0,,"Enterprise2(4), Enterprise1(1)",0,0.0312,0.8313,0.375,0.8313,0.125,0.2062
7,selected,stage2_ext_022_obj_1,52,160,Sleep,0.1625,Enterprise2,Impact,0.8313,Op_Server0,Op_Server0(2),"Enterprise2(5), Enterprise1(2), Enterprise0(1)",0.0125,0.05,0.8438,0.3438,0.8313,0.1187,0.1625
7,selected,stage2_ext_022_obj_1,53,160,Sleep,0.2375,User3,Impact,0.8313,Op_Server0,"Enterprise2(1), Op_Server0(1)","Enterprise1(2), Enterprise2(1)",0.0125,0.0187,0.85,0.3438,0.8313,0.0875,0.2375
7,selected,stage2_ext_022_obj_1,54,160,Restore,0.1375,User2,Impact,0.8438,Op_Server0,Enterprise2(2),Enterprise0(2),0.0125,0.0125,0.85,0.3563,0.8438,0.1375,0.1375
7,selected,stage2_ext_022_obj_1,55,160,Sleep,0.1688,Enterprise0,Impact,0.85,Op_Server0,Op_Server0(1),"Enterprise1(1), User1(1), User2(1)",0.0063,0.0187,0.8562,0.3563,0.85,0.1375,0.1688
7,selected,stage2_ext_022_obj_1,56,160,Sleep,0.1562,Enterprise0,Impact,0.85,Op_Server0,Op_Server0(1),"Enterprise2(2), User1(1), Op_Server0(1)",0.0063,0.025,0.8562,0.3438,0.85,0.1187,0.1562
7,selected,stage2_ext_022_obj_1,57,160,DecoyTomcat,0.125,Enterprise0,Impact,0.85,Op_Server0,"Enterprise1(1), Op_Server0(1)","Enterprise2(2), User1(1), Enterprise1(1)",0.0125,0.0312,0.8625,0.3312,0.85,0.1,0.1
7,selected,stage2_ext_022_obj_1,58,160,Sleep,0.1562,Enterprise2,Impact,0.8562,Op_Server0,Op_Server0(1),Enterprise2(2),0.0063,0.0125,0.8688,0.3187,0.8562,0.1125,0.1562
7,selected,stage2_ext_022_obj_1,59,160,Restore,0.1875,Enterprise2,Impact,0.8625,Op_Server0,Enterprise2(1),"Enterprise2(2), User1(1), Enterprise1(1)",0.0063,0.025,0.8688,0.3125,0.8625,0.1875,0.1187
7,selected,stage2_ext_022_obj_1,60,160,Sleep,0.175,Enterprise2,Impact,0.8688,Op_Server0,Op_Server0(2),"Enterprise2(2), User3(1)",0.0125,0.0187,0.8812,0.3,0.8688,0.1125,0.175
7,selected,stage2_ext_022_obj_1,61,160,DecoySvchost,0.15,Enterprise0,Impact,0.8688,Op_Server0,,"Enterprise2(2), Enterprise1(1)",0,0.0187,0.8812,0.2875,0.8688,0.1187,0.125
7,selected,stage2_ext_022_obj_1,62,160,Restore,0.1375,Enterprise0,Impact,0.8812,Op_Server0,"Enterprise2(1), Op_Server0(1)","Op_Server0(1), Enterprise2(1)",0.0125,0.0125,0.8812,0.2875,0.8812,0.1375,0.1062
7,selected,stage2_ext_022_obj_1,63,160,DecoyTomcat,0.1437,Enterprise0,Impact,0.875,Op_Server0,Enterprise2(1),"Enterprise1(2), User3(1)",0.0063,0.0187,0.8812,0.2938,0.875,0.1313,0.1375
7,selected,stage2_ext_022_obj_1,64,160,Restore,0.2,Enterprise2,Impact,0.8812,Op_Server0,"Op_Server0(2), Enterprise1(1)","Enterprise1(2), User1(2), Enterprise2(1)",0.0187,0.0312,0.8938,0.2875,0.8812,0.2,0.1187
7,selected,stage2_ext_022_obj_1,65,160,Sleep,0.1562,Enterprise0,Impact,0.8812,Op_Server0,"Op_Server0(2), Enterprise0(1)","Enterprise2(3), User4(1)",0.0187,0.025,0.9062,0.2687,0.8812,0.15,0.1562
7,selected,stage2_ext_022_obj_1,66,160,Sleep,0.1875,Enterprise0,Impact,0.8938,Op_Server0,Op_Server0(3),Enterprise1(1),0.0187,0.0063,0.925,0.2687,0.8938,0.1437,0.1875
7,selected,stage2_ext_022_obj_1,67,160,DecoyTomcat,0.15,Enterprise0,Impact,0.9062,Op_Server0,Enterprise2(1),Enterprise1(1),0.0063,0.0063,0.925,0.275,0.9062,0.1062,0.125
7,selected,stage2_ext_022_obj_1,68,160,Restore,0.1938,Enterprise2,Impact,0.925,Op_Server0,,"Enterprise2(1), Enterprise0(1), User2(1)",0,0.0187,0.925,0.2687,0.925,0.1938,0.175
7,selected,stage2_ext_022_obj_1,69,160,DecoyTomcat,0.1562,Enterprise0,Impact,0.925,Op_Server0,Enterprise1(1),"User1(2), Enterprise2(2), User3(1)",0.0063,0.0312,0.925,0.2562,0.925,0.1437,0.1
7,selected,stage2_ext_022_obj_1,70,160,Sleep,0.1938,Enterprise2,Impact,0.925,Op_Server0,,Enterprise2(1),0,0.0063,0.925,0.25,0.925,0.15,0.1938
7,selected,stage2_ext_022_obj_1,71,160,Sleep,0.1625,Enterprise0,Impact,0.925,Op_Server0,User3(1),"Enterprise2(2), Op_Server0(1)",0.0063,0.0187,0.9187,0.2375,0.925,0.1313,0.1625
7,selected,stage2_ext_022_obj_1,72,160,Sleep,0.175,Enterprise2,Impact,0.9187,Op_Server0,Op_Server0(1),Enterprise2(1),0.0063,0.0063,0.925,0.2313,0.9187,0.1375,0.175
7,selected,stage2_ext_022_obj_1,73,160,Sleep,0.1688,Enterprise0,Impact,0.9187,Op_Server0,,"Enterprise2(1), Enterprise0(1), Enterprise1(1)",0,0.0187,0.925,0.225,0.9187,0.1625,0.1688
7,selected,stage2_ext_022_obj_1,74,160,Restore,0.1875,Defender,Impact,0.925,Op_Server0,"Op_Server0(2), Enterprise2(2)",User3(1),0.025,0.0063,0.9375,0.2375,0.925,0.1875,0.15
7,selected,stage2_ext_022_obj_1,75,160,DecoyTomcat,0.1562,User2,Impact,0.925,Op_Server0,,"Enterprise2(1), Op_Server0(1)",0,0.0125,0.9313,0.2313,0.925,0.1437,0.0875
7,selected,stage2_ext_022_obj_1,76,160,Restore,0.175,User2,Impact,0.9313,Op_Server0,Op_Server0(1),User2(1),0.0063,0.0063,0.9375,0.2313,0.9313,0.175,0.1313
7,selected,stage2_ext_022_obj_1,77,160,Restore,0.1938,Enterprise2,Impact,0.9313,Op_Server0,"Op_Server0(2), Enterprise0(1)",Enterprise2(1),0.0187,0.0063,0.95,0.225,0.9313,0.1938,0.125
