seed,candidate_label,policy_id,step_idx,sample_count,blue_action_mode,blue_action_mode_share,blue_target_mode,red_action_mode,red_action_mode_share,red_target_mode,newly_compromised_top_hosts,recovered_top_hosts,mean_newly_compromised_hosts,mean_recovered_hosts,op_server0_compromised_rate,enterprise2_compromised_rate,impact_rate,restore_rate,sleep_rate
7,selected,stage2_ext_005_obj_0,0,160,Restore,0.2562,Enterprise1,DiscoverRemoteSystems,1.0,User,,,0,0,0.0,0.0,0.0,0.2562,0.0187
7,selected,stage2_ext_005_obj_0,1,160,Restore,0.2313,Enterprise1,DiscoverNetworkServices,1.0,,,,0,0,0.0,0.0,0.0,0.2313,0.0063
7,selected,stage2_ext_005_obj_0,2,160,Restore,0.2125,Enterprise2,ExploitRemoteService,1.0,,"User2(48), User4(41), User1(37)",,0.9875,0,0.0,0.0,0.0,0.2125,0.0125
7,selected,stage2_ext_005_obj_0,3,160,Remove,0.2437,Enterprise2,PrivilegeEscalate,0.9875,User2,User2(1),,0.0063,0,0.0,0.0,0.0,0.1562,0.0125
7,selected,stage2_ext_005_obj_0,4,160,Restore,0.225,Enterprise2,DiscoverNetworkServices,0.9875,User2,,,0,0,0.0,0.0,0.0,0.225,0.0125
7,selected,stage2_ext_005_obj_0,5,160,DecoySSHD,0.2062,Enterprise1,ExploitRemoteService,0.9938,,"Enterprise1(84), Enterprise0(68)",,0.95,0,0.0,0.0,0.0,0.1938,0.0187
7,selected,stage2_ext_005_obj_0,6,160,DecoyFemitter,0.1938,Enterprise1,PrivilegeEscalate,0.95,Enterprise1,"User2(1), Enterprise1(1)","Enterprise1(15), User2(1), Enterprise0(1)",0.0125,0.1062,0.0,0.0,0.0,0.1875,0.0125
7,selected,stage2_ext_005_obj_0,7,160,DecoySSHD,0.2062,Enterprise2,DiscoverRemoteSystems,0.85,Enterprise,"Enterprise1(15), Enterprise0(1)","Enterprise1(3), Enterprise0(2)",0.1,0.0312,0.0,0.0,0.0,0.1625,0.0187
7,selected,stage2_ext_005_obj_0,8,160,Remove,0.225,Enterprise1,DiscoverNetworkServices,0.8938,Enterprise1,,"Enterprise1(7), Enterprise0(2), User3(1)",0,0.0625,0.0,0.0,0.0,0.15,0.0063
7,selected,stage2_ext_005_obj_0,9,160,Restore,0.2,Enterprise2,ExploitRemoteService,0.9187,Enterprise,"Enterprise2(78), Enterprise1(5), Enterprise0(3)","Enterprise1(4), User2(2), Enterprise0(1)",0.5375,0.0437,0.0,0.4875,0.0,0.2,0.0125
7,selected,stage2_ext_005_obj_0,10,160,Remove,0.225,Enterprise1,PrivilegeEscalate,0.5375,Enterprise2,"Enterprise1(3), Enterprise0(2)","Enterprise2(4), Enterprise1(3), User3(1)",0.0312,0.05,0.0,0.4625,0.0,0.1875,0.0125
7,selected,stage2_ext_005_obj_0,11,160,Restore,0.2812,Enterprise1,DiscoverNetworkServices,0.4625,Enterprise1,"Enterprise2(9), Enterprise1(2)","Enterprise1(10), Enterprise2(6), Enterprise0(2)",0.0688,0.1125,0.0,0.4813,0.0,0.2812,0.0063
7,selected,stage2_ext_005_obj_0,12,160,Restore,0.2687,Enterprise1,ExploitRemoteService,0.5312,Enterprise,"Op_Server0(67), Enterprise1(6)","Enterprise0(4), Enterprise2(2), User2(2)",0.4562,0.0563,0.4188,0.4688,0.0,0.2687,0.0312
7,selected,stage2_ext_005_obj_0,13,160,Remove,0.2188,Enterprise1,PrivilegeEscalate,0.4938,Op_Server0,Enterprise2(4),"Enterprise2(7), Enterprise1(6), Op_Server0(1)",0.025,0.0938,0.4125,0.45,0.0,0.1688,0.0063
7,selected,stage2_ext_005_obj_0,14,160,Remove,0.2062,Enterprise1,ExploitRemoteService,0.4562,Op_Server0,"Enterprise2(20), Op_Server0(9), Enterprise1(5)","Enterprise1(5), Op_Server0(4), Enterprise2(3)",0.2125,0.0875,0.4437,0.5563,0.4125,0.1938,0.025
7,selected,stage2_ext_005_obj_0,15,160,Restore,0.25,Enterprise1,Impact,0.3875,Op_Server0,"Enterprise0(1), Enterprise2(1)","Enterprise1(5), Enterprise0(2), User2(1)",0.0125,0.0625,0.4375,0.5563,0.3875,0.25,0.025
7,selected,stage2_ext_005_obj_0,16,160,Restore,0.275,Enterprise1,Impact,0.4375,Op_Server0,"Op_Server0(12), Enterprise2(6), Enterprise1(1)","Enterprise2(7), Op_Server0(4), Enterprise1(3)",0.1187,0.1062,0.4875,0.55,0.4375,0.275,0.0125
7,selected,stage2_ext_005_obj_0,17,160,Remove,0.225,Enterprise2,Impact,0.4125,Op_Server0,"Op_Server0(19), Enterprise0(2), Enterprise1(1)","Enterprise2(6), Op_Server0(5), Enterprise1(3)",0.1375,0.0938,0.575,0.5125,0.4125,0.2188,0.0125
7,selected,stage2_ext_005_obj_0,18,160,DecoyFemitter,0.2313,Enterprise2,Impact,0.4562,Op_Server0,"Op_Server0(5), Enterprise2(1), Enterprise1(1)","Op_Server0(5), Enterprise1(2), Enterprise2(1)",0.0437,0.05,0.575,0.5125,0.4562,0.175,0.0125
7,selected,stage2_ext_005_obj_0,19,160,Restore,0.2375,Enterprise2,Impact,0.5437,Op_Server0,"Enterprise2(17), Op_Server0(9), Enterprise1(1)","Enterprise2(6), Enterprise0(5), Op_Server0(2)",0.1688,0.0875,0.6188,0.5813,0.5437,0.2375,0.0063
7,selected,stage2_ext_005_obj_0,20,160,Restore,0.225,Enterprise1,Impact,0.5625,Op_Server0,"Op_Server0(4), Enterprise2(2), Enterprise0(2)","Op_Server0(8), Enterprise2(4), Enterprise1(3)",0.05,0.0938,0.5938,0.5687,0.5625,0.225,0.0063
7,selected,stage2_ext_005_obj_0,21,160,Restore,0.1938,Enterprise2,Impact,0.5687,Op_Server0,"Enterprise2(3), Op_Server0(2)","Enterprise2(6), Enterprise1(6), Op_Server0(5)",0.0312,0.1062,0.575,0.55,0.5687,0.1938,0.0125
7,selected,stage2_ext_005_obj_0,22,160,Restore,0.25,Enterprise2,Impact,0.5625,Op_Server0,"Op_Server0(21), Enterprise2(2), Enterprise1(1)","Enterprise2(11), Enterprise1(3), Op_Server0(3)",0.15,0.1125,0.6875,0.4938,0.5625,0.25,0.0063
7,selected,stage2_ext_005_obj_0,23,160,Restore,0.2437,Enterprise2,Impact,0.5563,Op_Server0,"Enterprise2(8), Op_Server0(4), Enterprise1(1)","Enterprise2(5), Enterprise1(3), Enterprise0(2)",0.0813,0.0813,0.7063,0.5125,0.5563,0.2437,0.0125
7,selected,stage2_ext_005_obj_0,24,160,DecoyFemitter,0.225,Enterprise2,Impact,0.6813,Op_Server0,"Enterprise2(8), Op_Server0(5), Enterprise1(1)","Enterprise2(4), Enterprise1(3), Op_Server0(2)",0.0875,0.0563,0.725,0.5375,0.6813,0.1562,0.0
7,selected,stage2_ext_005_obj_0,25,160,Remove,0.2062,Enterprise1,Impact,0.6937,Op_Server0,"Op_Server0(2), Enterprise0(1)","Enterprise1(3), Op_Server0(3), Enterprise2(2)",0.0187,0.0563,0.7188,0.525,0.6937,0.15,0.0063
