seed,candidate_label,policy_id,step_idx,sample_count,blue_action_mode,blue_action_mode_share,blue_target_mode,red_action_mode,red_action_mode_share,red_target_mode,newly_compromised_top_hosts,recovered_top_hosts,mean_newly_compromised_hosts,mean_recovered_hosts,op_server0_compromised_rate,enterprise2_compromised_rate,impact_rate,restore_rate,sleep_rate
11,selected,stage2_ext_005_obj_1,0,160,Sleep,1.0,,DiscoverRemoteSystems,1.0,User,,,0,0,0.0,0.0,0.0,0.0,1.0
11,selected,stage2_ext_005_obj_1,1,160,Sleep,1.0,,DiscoverNetworkServices,1.0,,,,0,0,0.0,0.0,0.0,0.0,1.0
11,selected,stage2_ext_005_obj_1,2,160,Sleep,0.9938,User0,ExploitRemoteService,1.0,,"User2(46), User3(42), User4(36)",,1,0,0.0,0.0,0.0,0.0,0.9938
11,selected,stage2_ext_005_obj_1,3,160,Sleep,1.0,,PrivilegeEscalate,1.0,User2,,,0,0,0.0,0.0,0.0,0.0,1.0
11,selected,stage2_ext_005_obj_1,4,160,Sleep,1.0,,DiscoverNetworkServices,1.0,,,,0,0,0.0,0.0,0.0,0.0,1.0
11,selected,stage2_ext_005_obj_1,5,160,Sleep,0.9938,User3,ExploitRemoteService,1.0,,"Enterprise1(82), Enterprise0(78)",,1,0,0.0,0.0,0.0,0.0,0.9938
11,selected,stage2_ext_005_obj_1,6,160,Restore,1.0,Enterprise1,PrivilegeEscalate,1.0,Enterprise1,,"Enterprise1(82), Enterprise0(78)",0,1,0.0,0.0,0.0,1.0,0.0
11,selected,stage2_ext_005_obj_1,7,160,Sleep,1.0,,ExploitRemoteService,1.0,,"Enterprise1(82), Enterprise0(78)",,1,0,0.0,0.0,0.0,0.0,1.0
11,selected,stage2_ext_005_obj_1,8,160,Restore,1.0,Enterprise1,PrivilegeEscalate,1.0,Enterprise1,,"Enterprise1(82), Enterprise0(78)",0,1,0.0,0.0,0.0,1.0,0.0
11,selected,stage2_ext_005_obj_1,9,160,Sleep,1.0,,ExploitRemoteService,1.0,,"Enterprise1(82), Enterprise0(78)",,1,0,0.0,0.0,0.0,0.0,1.0
11,selected,stage2_ext_005_obj_1,10,160,Restore,1.0,Enterprise1,PrivilegeEscalate,1.0,Enterprise1,,"Enterprise1(82), Enterprise0(78)",0,1,0.0,0.0,0.0,1.0,0.0
11,selected,stage2_ext_005_obj_1,11,160,Sleep,1.0,,ExploitRemoteService,1.0,,"Enterprise1(82), Enterprise0(78)",,1,0,0.0,0.0,0.0,0.0,1.0
11,selected,stage2_ext_005_obj_1,12,160,Restore,1.0,Enterprise1,PrivilegeEscalate,1.0,Enterprise1,,"Enterprise1(82), Enterprise0(78)",0,1,0.0,0.0,0.0,1.0,0.0
11,selected,stage2_ext_005_obj_1,13,160,Sleep,1.0,,ExploitRemoteService,1.0,,"Enterprise1(82), Enterprise0(78)",,1,0,0.0,0.0,0.0,0.0,1.0
11,selected,stage2_ext_005_obj_1,14,160,Restore,1.0,Enterprise1,PrivilegeEscalate,1.0,Enterprise1,,"Enterprise1(82), Enterprise0(78)",0,1,0.0,0.0,0.0,1.0,0.0
11,selected,stage2_ext_005_obj_1,15,160,Sleep,1.0,,ExploitRemoteService,1.0,,"Enterprise1(82), Enterprise0(78)",,1,0,0.0,0.0,0.0,0.0,1.0
11,selected,stage2_ext_005_obj_1,16,160,Restore,1.0,Enterprise1,PrivilegeEscalate,1.0,Enterprise1,,"Enterprise1(82), Enterprise0(78)",0,1,0.0,0.0,0.0,1.0,0.0
11,selected,stage2_ext_005_obj_1,17,160,Sleep,0.9938,Enterprise0,ExploitRemoteService,1.0,,"Enterprise1(82), Enterprise0(78)",,1,0,0.0,0.0,0.0,0.0,0.9938
11,selected,stage2_ext_005_obj_1,18,160,Restore,1.0,Enterprise1,PrivilegeEscalate,1.0,Enterprise1,,"Enterprise1(82), Enterprise0(78)",0,1,0.0,0.0,0.0,1.0,0.0
