method_name,seed,policy_id,candidate_label,episode_id,env_idx,env_seed,step_idx,rule_id,severity,blue_action_name,blue_target_hostname,blue_target_subnet,red_action_name,red_target_hostname,critical_state_before,critical_state_after,compromised_hosts_before,compromised_hosts_after,response_context
no_constraint_stage2_4obj,7,stage2_ext_008_obj_0,selected,episode_000,0,7,29,Q4_user_focus_after_enterprise_foothold,medium,DecoySmss,User1,User,ExploitRemoteService,,[],[],"[""User0"", ""User3""]","[""User0"", ""User3""]","{""blue_first_relevant_response_after_critical"": null, ""blue_first_relevant_response_after_enterprise"": 22, ""enterprise_foothold_step"": 21, ""first_critical_hit_step"": null, ""window_end"": 31, ""window_start"": 29}"
no_constraint_stage2_4obj,7,stage2_ext_008_obj_0,selected,episode_000,0,7,67,Q4_user_focus_after_enterprise_foothold,medium,DecoySSHD,User4,User,PrivilegeEscalate,User3,[],[],"[""User0"", ""User3""]","[""User0"", ""User3""]","{""blue_first_relevant_response_after_critical"": null, ""blue_first_relevant_response_after_enterprise"": 22, ""enterprise_foothold_step"": 21, ""first_critical_hit_step"": null, ""window_end"": 69, ""window_start"": 67}"
no_constraint_stage2_4obj,7,stage2_ext_008_obj_0,selected,episode_000,0,7,71,Q4_user_focus_after_enterprise_foothold,medium,DecoySSHD,User4,User,PrivilegeEscalate,User3,[],[],"[""User0"", ""User3""]","[""User0"", ""User3""]","{""blue_first_relevant_response_after_critical"": null, ""blue_first_relevant_response_after_enterprise"": 22, ""enterprise_foothold_step"": 21, ""first_critical_hit_step"": null, ""window_end"": 73, ""window_start"": 71}"
no_constraint_stage2_4obj,7,stage2_ext_008_obj_0,selected,episode_000,0,7,72,Q4_user_focus_after_enterprise_foothold,medium,Restore,User4,User,DiscoverNetworkServices,,[],[],"[""User0"", ""User3""]","[""User0"", ""User3""]","{""blue_first_relevant_response_after_critical"": null, ""blue_first_relevant_response_after_enterprise"": 22, ""enterprise_foothold_step"": 21, ""first_critical_hit_step"": null, ""window_end"": 74, ""window_start"": 72}"
no_constraint_stage2_4obj,7,stage2_ext_008_obj_0,selected,episode_000,0,7,73,Q4_user_focus_after_enterprise_foothold,medium,Analyse,User1,User,ExploitRemoteService,,[],[],"[""User0"", ""User3""]","[""User0"", ""User3""]","{""blue_first_relevant_response_after_critical"": null, ""blue_first_relevant_response_after_enterprise"": 22, ""enterprise_foothold_step"": 21, ""first_critical_hit_step"": null, ""window_end"": 75, ""window_start"": 73}"
no_constraint_stage2_4obj,7,stage2_ext_008_obj_0,selected,episode_000,0,7,74,Q4_user_focus_after_enterprise_foothold,medium,DecoyApache,User3,User,ExploitRemoteService,,[],[],"[""User0"", ""User3""]","[""User0"", ""User3""]","{""blue_first_relevant_response_after_critical"": null, ""blue_first_relevant_response_after_enterprise"": 22, ""enterprise_foothold_step"": 21, ""first_critical_hit_step"": null, ""window_end"": 76, ""window_start"": 74}"
no_constraint_stage2_4obj,7,stage2_ext_008_obj_0,selected,episode_000,2,2007,12,Q4_user_focus_after_enterprise_foothold,medium,Analyse,User0,User,ExploitRemoteService,,[],[],"[""User0"", ""User3""]","[""User0"", ""User3""]","{""blue_first_relevant_response_after_critical"": null, ""blue_first_relevant_response_after_enterprise"": 10, ""enterprise_foothold_step"": 9, ""first_critical_hit_step"": null, ""window_end"": 14, ""window_start"": 12}"
no_constraint_stage2_4obj,7,stage2_ext_008_obj_0,selected,episode_000,2,2007,13,Q4_user_focus_after_enterprise_foothold,medium,DecoySSHD,User4,User,PrivilegeEscalate,User3,[],[],"[""User0"", ""User3""]","[""User0"", ""User3""]","{""blue_first_relevant_response_after_critical"": null, ""blue_first_relevant_response_after_enterprise"": 10, ""enterprise_foothold_step"": 9, ""first_critical_hit_step"": null, ""window_end"": 15, ""window_start"": 13}"
no_constraint_stage2_4obj,7,stage2_ext_008_obj_0,selected,episode_001,0,8,31,Q4_user_focus_after_enterprise_foothold,medium,DecoySSHD,User4,User,ExploitRemoteService,,[],[],"[""User0"", ""User4""]","[""User0"", ""User4""]","{""blue_first_relevant_response_after_critical"": null, ""blue_first_relevant_response_after_enterprise"": 22, ""enterprise_foothold_step"": 21, ""first_critical_hit_step"": null, ""window_end"": 33, ""window_start"": 31}"
no_constraint_stage2_4obj,7,stage2_ext_008_obj_0,selected,episode_001,0,8,65,Q4_user_focus_after_enterprise_foothold,medium,Analyse,User1,User,PrivilegeEscalate,User4,[],[],"[""User0"", ""User4""]","[""User0"", ""User4""]","{""blue_first_relevant_response_after_critical"": null, ""blue_first_relevant_response_after_enterprise"": 22, ""enterprise_foothold_step"": 21, ""first_critical_hit_step"": null, ""window_end"": 67, ""window_start"": 65}"
