seed,candidate_label,policy_id,step_idx,sample_count,blue_action_mode,blue_action_mode_share,blue_target_mode,red_action_mode,red_action_mode_share,red_target_mode,newly_compromised_top_hosts,recovered_top_hosts,mean_newly_compromised_hosts,mean_recovered_hosts,op_server0_compromised_rate,enterprise2_compromised_rate,impact_rate,restore_rate,sleep_rate
11,selected,stage2_ext_002_obj_0,0,160,Restore,0.4375,Enterprise2,DiscoverRemoteSystems,1.0,User,,,0,0,0.0,0.0,0.0,0.4375,0.0
11,selected,stage2_ext_002_obj_0,1,160,Restore,0.3688,Enterprise2,DiscoverNetworkServices,1.0,,,,0,0,0.0,0.0,0.0,0.3688,0.0
11,selected,stage2_ext_002_obj_0,2,160,Restore,0.4062,Enterprise2,ExploitRemoteService,1.0,,"User3(50), User2(38), User1(38)",,1,0,0.0,0.0,0.0,0.4062,0.0125
11,selected,stage2_ext_002_obj_0,3,160,Restore,0.3563,Enterprise2,PrivilegeEscalate,1.0,User3,,,0,0,0.0,0.0,0.0,0.3563,0.0125
11,selected,stage2_ext_002_obj_0,4,160,Restore,0.3875,Enterprise2,DiscoverNetworkServices,1.0,,,,0,0,0.0,0.0,0.0,0.3875,0.0063
11,selected,stage2_ext_002_obj_0,5,160,Restore,0.4437,Enterprise2,ExploitRemoteService,1.0,,"Enterprise0(82), Enterprise1(73)",,0.9688,0,0.0,0.0,0.0,0.4437,0.0125
11,selected,stage2_ext_002_obj_0,6,160,Restore,0.4375,Enterprise2,PrivilegeEscalate,0.9688,Enterprise0,,"Enterprise1(7), Enterprise0(1)",0,0.05,0.0,0.0,0.0,0.4375,0.0063
11,selected,stage2_ext_002_obj_0,7,160,Restore,0.4437,Enterprise2,DiscoverRemoteSystems,0.9187,Enterprise,"Enterprise1(7), Enterprise0(1)",Enterprise0(7),0.05,0.0437,0.0,0.0,0.0,0.4437,0.0063
11,selected,stage2_ext_002_obj_0,8,160,Restore,0.3812,Enterprise2,DiscoverNetworkServices,0.95,Enterprise1,,"Enterprise0(4), Enterprise1(1)",0,0.0312,0.0,0.0,0.0,0.3812,0.0063
11,selected,stage2_ext_002_obj_0,9,160,Restore,0.425,Enterprise2,ExploitRemoteService,0.95,Enterprise,"Enterprise2(147), Enterprise1(1), Enterprise0(1)","Enterprise0(2), Enterprise1(1)",0.9313,0.0187,0.0,0.9187,0.0,0.425,0.0
11,selected,stage2_ext_002_obj_0,10,160,Restore,0.4125,Enterprise2,PrivilegeEscalate,0.9313,Enterprise2,,"Enterprise2(39), Enterprise0(4), Enterprise1(2)",0,0.2812,0.0,0.675,0.0,0.4125,0.0063
11,selected,stage2_ext_002_obj_0,11,160,Restore,0.4313,Enterprise2,DiscoverNetworkServices,0.675,Enterprise,Enterprise2(47),"Enterprise2(26), Enterprise0(5), Enterprise1(2)",0.2938,0.2062,0.0,0.8063,0.0,0.4313,0.0063
11,selected,stage2_ext_002_obj_0,12,160,Restore,0.3937,Enterprise2,ExploitRemoteService,0.6625,Enterprise2,Op_Server0(85),Enterprise2(28),0.5312,0.175,0.5312,0.6312,0.0,0.3937,0.0063
11,selected,stage2_ext_002_obj_0,13,160,Restore,0.4625,Enterprise2,PrivilegeEscalate,0.5312,Op_Server0,Enterprise2(23),"Enterprise2(31), Op_Server0(4), Enterprise0(3)",0.1437,0.2562,0.5062,0.5813,0.0,0.4625,0.0
11,selected,stage2_ext_002_obj_0,14,160,Restore,0.4062,Enterprise2,Impact,0.5062,Op_Server0,Op_Server0(36),"Enterprise2(15), Op_Server0(7), Enterprise1(3)",0.225,0.175,0.6875,0.4875,0.5062,0.4062,0.0
11,selected,stage2_ext_002_obj_0,15,160,Restore,0.425,Op_Server0,Impact,0.4625,Op_Server0,Enterprise2(9),"Op_Server0(13), Enterprise2(10), Enterprise0(4)",0.0563,0.1688,0.6062,0.4813,0.4625,0.425,0.0125
11,selected,stage2_ext_002_obj_0,16,160,Restore,0.4125,Enterprise2,Impact,0.6062,Op_Server0,"Op_Server0(21), Enterprise1(1)","Enterprise2(22), Op_Server0(13), Enterprise0(6)",0.1375,0.2625,0.6562,0.3438,0.6062,0.4125,0.0125
11,selected,stage2_ext_002_obj_0,17,160,Restore,0.4562,Enterprise2,Impact,0.525,Op_Server0,"Enterprise2(10), Op_Server0(6), Enterprise0(1)","Enterprise2(15), Op_Server0(12), Enterprise0(1)",0.1062,0.175,0.6188,0.3125,0.525,0.4562,0.0063
11,selected,stage2_ext_002_obj_0,18,160,Restore,0.3688,Enterprise2,Impact,0.5813,Op_Server0,"Op_Server0(19), Enterprise2(3), Enterprise0(1)","Enterprise2(9), Op_Server0(4), Enterprise1(2)",0.1437,0.1062,0.7125,0.275,0.5813,0.3688,0.0063
11,selected,stage2_ext_002_obj_0,19,160,Restore,0.4,Enterprise2,Impact,0.5938,Op_Server0,"Enterprise2(7), Op_Server0(6)","Enterprise2(6), Op_Server0(5), Enterprise0(5)",0.0813,0.1125,0.7188,0.2812,0.5938,0.4,0.0
11,selected,stage2_ext_002_obj_0,20,160,Restore,0.3625,Enterprise2,Impact,0.6813,Op_Server0,"Op_Server0(9), Enterprise2(5)","Enterprise2(11), Op_Server0(7), Enterprise1(3)",0.0875,0.1375,0.7312,0.2437,0.6813,0.3625,0.0063
11,selected,stage2_ext_002_obj_0,21,160,Restore,0.4375,Enterprise2,Impact,0.675,Op_Server0,"Enterprise2(8), Op_Server0(6), Enterprise0(1)","Enterprise2(9), Op_Server0(7), Enterprise1(1)",0.0938,0.1062,0.725,0.2375,0.675,0.4375,0.0063
11,selected,stage2_ext_002_obj_0,22,160,Restore,0.4813,Enterprise2,Impact,0.6875,Op_Server0,"Op_Server0(6), Enterprise2(5), Enterprise0(1)","Enterprise2(16), Enterprise1(3), Op_Server0(3)",0.075,0.15,0.7438,0.1688,0.6875,0.4813,0.0063
11,selected,stage2_ext_002_obj_0,23,160,Restore,0.4437,Enterprise2,Impact,0.7063,Op_Server0,"Enterprise2(11), Op_Server0(4)","Enterprise2(8), Op_Server0(7), Enterprise0(1)",0.0938,0.1125,0.725,0.1875,0.7063,0.4437,0.0
11,selected,stage2_ext_002_obj_0,24,160,Restore,0.3625,Enterprise2,Impact,0.7,Op_Server0,"Enterprise2(7), Op_Server0(6)","Op_Server0(10), Enterprise2(6), Enterprise0(2)",0.0813,0.1187,0.7,0.1938,0.7,0.3625,0.0
11,selected,stage2_ext_002_obj_0,25,160,Restore,0.4562,Enterprise2,Impact,0.6625,Op_Server0,"Enterprise2(7), Op_Server0(6), Enterprise1(1)","Op_Server0(12), Enterprise2(7), Enterprise1(1)",0.0875,0.1375,0.6625,0.1938,0.6625,0.4562,0.0
11,selected,stage2_ext_002_obj_0,26,160,Restore,0.3063,Enterprise2,Impact,0.625,Op_Server0,"Op_Server0(10), Enterprise2(5)","Op_Server0(7), Enterprise2(4), Enterprise1(1)",0.0938,0.075,0.6813,0.2,0.625,0.3063,0.0
